,formula,element,H_length,spacegroup.number,density,formation_energy,volume,energy,energy_per_atom,nsites,nelements,e_above_hull,atomic_radius,covalent_radius,H_and_X_ar,H_and_X_cr,electronegativity_Pauling,electronegativity_Pauling_abs,electronegativity_Pauling_pow2,total_magnetization
3685,LiH2ClO,O,0.99624271,63,1.729665513,-1.672667052,231.9800416,-89.00499152,-4.450249576,20,4,0.011461669,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3687,Mn2AsHO5,O,0.977064685,14,4.002736137,-1.891814982,1764.295766,-977.8339127,-6.790513283,144,4,0.014410441,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,10.00313195
3688,MnH6SO6,O,0.990645906,14,2.367824195,-1.60146892,530.30976,-313.1472954,-5.591915989,56,4,0.034429004,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.00657845
3689,Li4P5HO15,O,1.057882591,2,2.604513122,-2.604146806,540.183165,-333.4610191,-6.669220382,50,4,0.007554734,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.25E-06
3690,Cu2H3NO6,O,0.983420197,19,3.330646988,-1.057746461,478.8581302,-256.1481834,-5.336420488,48,4,0.037837201,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0649745
3691,H7SIO10,O,0.992152381,2,2.612858366,-1.305279686,414.3870759,-189.8642486,-4.996427594,38,4,0.021489231,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.23E-05
3692,CoH8(CO5)2,O,1.009140785,14,1.961541539,-1.426453043,424.9876078,-244.0358386,-5.81037711,42,4,0.045887489,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.99967735
3693,FeH4(SO5)2,O,0.985549749,2,2.165932006,-1.533745483,435.4655231,-188.3431026,-5.539503018,34,4,0.19811131,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.11E-05
3694,B3H3SeO9,O,0.982617321,60,2.250907861,-1.935212846,1525.081557,-819.4215051,-6.401730509,128,4,0.024178551,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3696,Li9Cu2(HO2)4,O,0.978048103,31,2.391606239,-1.717613446,446.569642,-223.6161973,-4.861221681,46,4,0.071218065,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.1898851
3697,Dy2H16S3O20,O,0.973509715,15,3.043006715,-1.946752248,826.5133959,-472.3969628,-5.760938571,82,4,0.023193778,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.04214925
3700,Na9Cr2(H9O7)3,O,0.970299969,2,2.080133904,-1.445573679,1076.25047,-578.0216275,-4.898488369,118,4,0.161007479,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0231053
3704,KB6(HO)6,O,0.976687122,14,1.55377635,-1.298496391,880.654147,-443.082348,-5.830030895,76,4,0.377547866,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.98E-05
3705,LiH2N3O,O,0.986214947,193,1.578552062,-0.829464567,422.7300381,-253.7863811,-6.042532883,42,4,0.067363232,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3707,Rb2H2C2O5,O,0.989426554,15,2.774507629,-1.76338417,331.5321978,-135.0392687,-6.138148575,22,4,0.044092194,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.01218645
3708,HoH2ClO2,O,0.977299165,11,5.478812374,-2.482005944,142.0844554,-71.39819954,-5.949849962,12,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.00E-07
3709,Na2P3HO9,O,1.062002255,2,2.493371041,-2.516851115,378.1487956,-196.1355924,-6.53785308,30,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3710,YbH2ClO2,O,0.982555685,11,5.632800051,-1.944955132,142.9816336,-58.8679626,-4.90566355,12,4,0.117816774,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.99863425
3711,TiPHO5,O,0.991354452,4,3.011674912,-2.790027978,352.5347729,-240.3865061,-7.512078316,32,4,0.001753151,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.38E-06
3712,AgAs3H2O9,O,0.998067264,2,4.254863695,-1.449229057,373.5988997,-166.4739033,-5.549130109,30,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.00E-08
3716,H9C8NO2,O,1.004383641,14,1.224221525,-0.428508159,820.1500499,-511.9430193,-6.399287741,80,4,0.144775044,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3717,Na2H3CO6,O,1.035258646,61,2.080481759,-1.290193377,1002.54472,-526.9167932,-5.488716596,96,4,0.275959076,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0003193
3718,SmHSO5,O,0.98373037,14,4.798297402,-2.636011961,364.6591031,-214.9873282,-6.718354005,32,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.10E-06
3722,VPHO5,O,0.992530292,2,3.057179294,-2.392808601,353.9672805,-225.6966994,-7.053021855,32,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.999759475
3724,Na3H12Ru2(C2O9)2,O,0.975281546,1,2.440119449,-1.587222292,842.8001721,-473.1860286,-6.066487546,78,5,0.043336159,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0436499
3725,Li3V2P4(HO8)2,O,1.074625289,1,2.913828735,-2.544564206,575.1334465,-370.5879575,-6.862739953,54,5,0.072918146,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.9999768
3726,VPH11O9,O,0.974262176,76,1.534832036,-1.141611735,1025.631739,-447.1087708,-5.080781487,88,4,0.555536477,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.744778375
3728,RbNaB4H4O13,O,0.969655411,14,2.0582935,-1.832381419,1173.749907,-557.2307601,-6.056856088,92,5,0.094124752,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00025075
3729,NaTi2SiH4O9,O,0.98889464,132,2.503337102,-2.210632891,782.2934918,-445.1056574,-6.545671432,68,5,0.299693379,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.04686785
3730,LiH2BrO5,O,0.983970865,15,2.282917757,-0.890759526,491.2925234,-157.0819432,-4.36338731,36,4,0.036534899,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,9.28E-06
3731,Na3AsH16(SO2)4,O,0.975417387,14,1.811049811,-1.303191625,1526.7119,-599.9615155,-4.68719934,128,5,0.007383469,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000217175
3732,K2ZnH12(SO7)2,O,0.992207722,14,1.706769679,-1.225817804,863.6016629,-293.4854933,-4.733636989,62,5,0.515036934,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.59E-05
3733,Cu2H3ClO3,O,0.994071075,12,3.658726695,-1.119266226,193.8578143,-83.96373348,-4.66465186,18,4,0.042540141,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.25728955
3734,NiH10(SeO5)2,O,0.991781927,15,2.614390487,-1.29600561,491.2108892,-230.5395902,-5.011730221,46,4,0.020008111,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.96E-05
3735,CoH10(SeO5)2,O,0.977621419,15,2.391973359,-0.980434268,537.2189656,-219.2603004,-4.76652827,46,4,0.382623151,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00269205
3738,CuH6SO7,O,0.991846998,9,2.587845136,-1.49057524,274.1907075,-158.1778068,-5.272593559,30,4,0.002355098,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00577295
3739,NaFe2P2HO8,O,1.018663944,2,2.714723412,-2.342559122,398.3625392,-175.2829552,-6.260105544,28,5,0.458927105,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0001254
3740,Al2PH3O7,O,0.975155798,12,2.57746994,-2.590420737,257.6445273,-172.0375507,-6.616828875,26,4,0.003416074,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3742,CaAl2Si3(HO3)4,O,0.980527368,9,2.167293741,-2.849568297,573.5969431,-304.7164423,-6.92537369,44,5,0.006450139,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.48E-05
3750,CaH2S2N2O9,O,0.986578216,11,2.036722377,-0.970831894,453.6847157,-170.1483194,-5.317134981,32,5,0.902896103,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.8953343
3751,Ag2P2H2O7,O,1.205121957,70,4.151730681,-1.850048497,626.6551495,-306.9655676,-5.903183993,52,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3752,CaH14I2O7,O,0.977275789,14,2.266601511,-1.408221076,2461.539976,-911.3660659,-4.74669826,192,4,0.012370132,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000373038
3753,Na2FeH8(SO6)2,O,0.98351937,14,2.343263716,-1.751280427,518.7425771,-271.9092248,-5.438184495,50,5,0.064362453,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.48E-05
3754,NiH2(ClO2)2,O,0.989311672,14,1.956782455,-0.454781477,663.9937483,-132.6102148,-3.683617076,36,4,0.539198142,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.1068905
3756,Li3AsH16(SO2)4,O,0.975109462,13,1.710801955,-1.330867595,1429.245501,-610.6644378,-4.77081592,128,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0002369
3757,KVH2SeO7,O,0.975407393,14,2.962690208,-1.712981825,634.4930935,-275.0463204,-5.730131675,48,5,0.02702511,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.35E-06
3759,Na2PH6(SeO)3,O,0.985001315,14,2.607066014,-1.108893488,3749.058483,-1077.34856,-4.488952333,240,5,0.006976523,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.13E-07
3761,MgCrH22O15,O,0.981632215,2,1.490649298,-1.504910551,754.0838905,-405.7752869,-5.202247268,78,4,0.147555589,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0018973
3763,B6P2H14N2O19,O,0.979142542,2,1.680981627,-1.891921215,467.1753825,-274.1844294,-6.376382079,43,5,0.123833985,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.8232636
3766,CaH12S2O9,O,0.981001113,2,1.856010737,-1.59625903,465.7675627,-248.6869767,-5.180978681,48,4,0.041901788,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.11E-05
3769,Na5Cu2H14S4O19,O,0.979595753,14,2.293345723,-1.658374325,1993.796381,-910.5756612,-5.173725348,176,5,0.073081487,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.004090725
3770,Ba2H14Cl4O15,O,0.98332722,15,2.670110012,-1.379616111,834.0514971,-332.3624095,-4.748034422,70,4,0.099894882,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.57E-05
3771,NaAl3Si3(HO6)2,O,0.969598135,13,2.836306009,-3.009109372,895.0477235,-597.7515128,-7.116089439,84,5,0.012093173,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3772,U2NiP2(HO)24,O,0.977127249,2,3.04700662,-1.890255768,547.6305907,-316.8584204,-5.978460762,53,5,0.000643649,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0001273
3774,Ca2Al3H3O8,O,0.976009788,64,2.67975442,-2.911220696,724.0604791,-421.9988713,-6.593732364,64,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.76E-05
3775,LaH16C4Cl3O4,O,0.983855274,14,1.789832524,-1.014647899,1385.82413,-571.3329158,-5.101186748,112,5,0.122740064,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000297275
3777,CaB2(HO)8,O,0.97519662,2,2.190984059,-1.999175426,299.7612684,-226.4515883,-5.959252324,38,4,0.034083118,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3779,CoH14SeN5O7,O,0.985179365,62,2.094126815,-0.88603708,1059.488718,-593.5104,-5.2992,112,5,0.175386342,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3784,UH18C4N10O13,O,0.983127702,14,2.030619841,-1.104905865,2133.587301,-1168.231168,-6.349082434,184,5,0.140231162,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.00E-07
3785,Rb2PH4Se3O2,O,0.98711887,58,3.238087883,-1.074801907,973.9785436,-208.8399556,-4.350832409,48,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.70E-06
3786,CuH12(NO6)2,O,0.975693012,2,2.031197661,-1.20693819,483.3938123,-284.8326155,-5.274678064,54,4,0.018606225,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.0022538
3788,Bi2B3HO8,O,1.011198314,61,5.56817809,-2.302247087,1382.299543,-777.9801946,-6.946251737,112,4,0.004867395,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000406563
3791,HoH8C2O8F,O,0.969855811,15,2.60243961,-1.829497609,439.0035574,-241.8593357,-6.046483394,40,5,0.056453413,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00022285
3796,Na2MoH2O3F4,O,0.981411629,19,2.849259793,-2.36642971,624.5883732,-252.9396317,-5.269575661,48,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.008832225
3798,UH16C4(NO3)2,O,0.986804276,14,2.613299933,-0.954055141,541.6415764,-338.1616243,-5.830372833,58,5,0.200150588,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.00E-07
3800,H2Pd(S2O7)2,O,1.007643465,14,2.715184752,-1.64817458,563.4898748,-239.197805,-5.695185832,42,4,0.017809633,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00225075
3802,RbB6H8O7,O,0.96953043,64,2.017903443,-1.410341442,890.0293832,-510.8877649,-5.805542782,88,4,0.22963305,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,9.00E-07
3803,YbCrMo6(H17O19)2,O,0.968758478,2,2.619358308,-1.626493276,1829.47895,-909.3465,-5.683415625,160,5,0.05500625,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.99999975
3805,K3Be2H7C3O13,O,0.973007437,2,1.938095897,-1.964128083,1324.250002,-685.4309043,-6.119918789,112,5,0.016159921,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0001079
3809,MnH20C22(N5O3)2,O,0.991896703,13,1.492341885,-0.261207686,1280.493373,-791.3489875,-6.706347352,118,5,0.344863015,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00107605
3811,K2SnH2Cl4O,O,0.977384297,62,2.504943006,-1.738947762,945.9225903,-157.3724528,-3.934311319,40,5,0.004335036,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.33E-05
3816,AlH12(NO5)3,O,0.992590634,15,1.723991667,-1.402126989,618.5401506,-347.261502,-5.600991968,62,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0117121
3821,AgH7CN8O7,O,0.977559806,14,2.154300975,-0.582805495,1082.156024,-568.2568927,-5.919342632,96,5,0.331455828,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000536425
3825,CaH8(ClO6)2,O,0.976038363,2,1.988991898,-1.295084807,519.3531489,-222.3199883,-4.833043225,46,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3827,LiAlSiH2O5,O,0.975555531,33,2.27986182,-2.641735998,419.5909763,-260.8121999,-6.520304998,40,5,0.028517969,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3828,MgP2H10(NO4)2,O,0.980390472,14,1.948574563,-1.650371218,860.159639,-530.5985616,-5.767375669,92,5,0.09434792,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.95E-06
3829,Li3V5(H8O11)2,O,0.975143571,58,2.426724436,-1.843418794,1761.710651,-1091.064963,-5.929700888,184,4,0.02379554,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00011965
3830,Na2TiSi4H2O13,O,0.989653205,60,2.555868084,-2.620374601,1081.606283,-606.1377084,-6.887928505,88,5,0.141770512,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.003359175
3834,FeH10S2NO11,O,0.985327274,14,2.139193466,-1.477901797,993.7633208,-546.7279226,-5.467279226,100,5,0.091389769,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00073785
3836,Zn7H10(CO8)2,O,0.978319945,15,3.664457008,-1.623880195,677.8669616,-368.8671696,-5.269530995,70,4,0.010100547,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00034835
3837,SrU2As2(H2O3)4,O,2.059524254,7,3.627323711,-1.19038298,836.4463633,-280.4295416,-5.608590833,50,5,1.056845098,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00033795
3839,SmH13C8N6O13,O,0.977697887,14,2.216251609,-1.178860497,1653.101408,-1087.560729,-6.631467859,164,5,0.121341299,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.50E-07
3840,Mn5V2(HO3)4,O,0.972556441,12,3.698121262,-2.020178194,257.1091979,-162.5760247,-7.068522811,23,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,25.0072331
3843,MgU2P2(H10O11)2,O,0.982314403,14,3.148215658,-2.054497667,985.765125,-579.5341031,-6.165256416,94,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.052517
3844,Mg2Cu2H2CO9,O,1.009968856,15,2.458081579,-1.490950876,450.8885161,-178.3293031,-5.572790722,32,5,0.197501581,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.016897
3846,Cu5As2(HO3)4,O,0.985584889,14,4.562682256,-1.232144374,483.0185155,-244.1186047,-5.306926189,46,4,0.040886615,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.18527
3847,Fe2H2Se3O10,O,0.980214221,14,3.601610847,-1.461365372,941.6207062,-383.47984,-5.639409412,68,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000105425
3850,In2H5(SeO4)3,O,0.98250583,2,2.806897406,-1.027533147,785.1004489,-211.4870001,-4.80652273,44,4,0.432367841,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,6.85E-06
3851,Cs2MnH12(SeO7)2,O,0.983173737,14,2.811677639,-1.521071016,844.2503938,-323.465684,-5.217188452,62,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.22200365
3853,AsH8NO4,O,0.979152966,122,1.688529293,-1.002606466,316.6414967,-139.0960519,-4.967716138,28,4,0.202830364,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3854,Al2P2H6NO11,O,0.967355578,19,2.234547444,-1.945577162,927.2911418,-540.854533,-6.146074239,88,5,0.330341043,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.39989185
3855,Zn4Si2H2O9,O,0.979260261,8,3.259803092,-2.257514005,236.2679657,-98.95282435,-5.820754374,17,4,0.010314348,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.00E-07
3856,TlP(HO2)2,O,1.054818777,7,4.564351027,-1.970202873,438.5618508,-187.9947879,-5.874837121,32,4,0.002024208,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3858,SmH18(BrO6)3,O,0.984090352,186,2.742574953,-1.268951482,843.0574618,-390.2475194,-4.878093993,80,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.95E-06
3859,Rb3H(SeO4)2,O,1.229942602,12,3.537789673,-1.675173609,255.0222113,-70.59091611,-5.042208294,14,4,0.003919725,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0002687
3861,NaHSeO4,O,1.032707289,1,2.907722126,-1.490818736,190.6893448,-70.93252834,-5.066609167,14,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3862,NaZn3H3S2O9,O,0.976635403,158,3.385411091,-1.785251046,422.1869608,-184.2026052,-5.116739032,36,5,0.051754535,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0003077
3863,Mg3ZnH24(CO3)8,O,0.985292822,2,1.755616518,-1.517942494,607.785782,-350.5905077,-5.843175128,60,5,0.082644541,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.50E-06
3865,KMnH5(SO5)2,O,0.977313665,1,2.377248899,-1.887533045,451.5188134,-220.1114017,-5.792405308,38,5,0.010652259,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3866,KH4PbI3O2,O,0.978576904,33,3.995824212,-1.195026661,1102.158187,-175.9623462,-3.999144231,44,5,0.015832854,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000200425
3867,K2MnH4(I2O7)2,O,0.999823213,5,3.774752497,-1.313477471,764.3607354,-242.0657809,-4.841315618,50,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.27E-05
3868,KMg2As2H31O23,O,0.972102879,1,1.913708824,-1.569117949,552.5419698,-304.2813082,-5.157310308,59,5,0.018419205,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.30E-06
3871,H2PtPbI6O19,O,0.97463268,1,5.532794995,-0.934511197,441.1006869,-133.1754936,-4.592258399,29,5,0.005963422,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00E-07
3875,Co3Ag2P3HO12,O,1.024802374,9,4.661548769,-1.949135777,483.3612553,-264.6672782,-6.301601861,42,5,0.039683835,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.1014691
3876,Ca2AlH10ClO8,O,0.972223004,9,2.03643446,-2.008417162,457.7170897,-239.0924404,-5.4339191,44,5,0.014372452,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.65E-06
3877,Ca2Al2Si(HO4)2,O,0.966146657,121,2.727735948,-3.07061055,355.7789492,-206.8348462,-6.894494874,30,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0001248
3879,K4P4H6WO14,O,1.012625049,15,2.205747252,-1.902112003,1045.171637,-337.4817007,-5.818650012,58,5,0.289853361,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3880,Sc2H10S3O17,O,0.987923172,2,1.921408657,-1.512853506,809.2235613,-352.1377992,-5.502153112,64,4,0.576489759,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.6737324
3881,Na5H7(Se2O9)2,O,0.98933312,1,2.361629877,-1.113226004,510.3573189,-157.4945801,-4.632193533,34,4,0.416477437,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3882,Al2FeP2(HO)18,O,0.97863212,2,2.010225771,-1.5680597,394.7572665,-223.0817065,-5.441017231,41,5,0.354936495,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.1059736
3883,MgV5H20NO22,O,0.974543351,2,2.100969997,-1.50211447,1051.4497,-556.708263,-5.680696562,98,5,0.272128486,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00010555
3884,K2CoH12(SeO7)2,O,0.979785136,14,2.061268274,-1.262046591,855.7577971,-303.7730789,-4.899565789,62,5,0.213664861,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.9440696
3885,Mg16Si8HO32,O,1.03955299,6,3.106143411,-3.100575774,602.2532085,-384.7713107,-6.750373872,57,4,0.074433477,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1
3888,FePH6NO5,O,0.985987984,33,2.492926336,-1.61448205,497.89695,-329.4862044,-5.883682221,56,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000197375
3889,FePH5CO4,O,0.982710765,7,2.187727502,-1.434463531,509.6600304,-283.0850411,-5.897605023,48,5,0.029148089,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.75E-07
3890,LiMnP3HO10,O,1.091039002,1,2.255939076,-2.415417399,464.9079525,-219.945413,-6.873294156,32,5,0.056750348,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.50E-07
3891,FeMo2H7O11,O,0.982821383,1,2.801141689,-1.654929487,510.7324813,-248.9991267,-5.928550635,42,4,0.049693212,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.99972975
3892,LiMnP2HO7,O,1.023953749,2,2.810457063,-2.458897703,279.8590916,-165.3650365,-6.890209856,24,5,0.043933544,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.00E-08
3893,LiFePH2O5,O,0.98345879,4,2.577992222,-2.165776605,226.4377188,-124.8481449,-6.242407247,20,5,0.04087159,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.25E-06
3894,Li2Fe2P4H3O16,O,0.981297047,1,2.848748295,-2.288054366,296.3943889,-176.3709086,-6.532255874,27,5,0.037817234,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,11.0000001
3896,KHCO3,O,1.034513259,2,2.126542314,-1.904026252,156.3524977,-75.47611869,-6.289676558,12,4,0.015292622,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3897,BaH3C3O7,O,0.990647478,14,2.707803495,-1.835844941,707.3838725,-378.9599109,-6.767141266,56,4,0.049109154,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.01298765
3898,LiH6ClO7,O,0.979578758,186,1.836569253,-1.275944868,290.1198922,-142.9200502,-4.764001674,30,4,0.006704213,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0066758
3899,H8PtN2(ClO)2,O,0.982442135,14,3.244048811,-0.924080855,341.998047,-145.5079822,-4.850266073,30,5,0.064747572,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3900,MgH12SO9,O,0.991628023,146,1.705701265,-1.616736496,206.8345366,-119.3426543,-5.188811058,23,4,0.014464216,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0015292
3901,MnPH2O5,O,1.000929483,15,2.991274243,-2.132620954,372.8785533,-239.1821257,-6.643947937,36,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.25E-07
3902,LiH6NO6,O,0.980984682,63,1.529253211,-1.408960431,267.1010761,-148.9985077,-5.321375276,28,4,0.009886157,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0004613
3903,YH12(ClO2)3,O,0.986750955,13,2.03097743,-1.644012666,496.0521586,-221.493478,-5.033942681,44,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3904,K3H(SeO4)2,O,1.224055038,15,2.882753434,-1.677632669,465.679679,-142.0298752,-5.072495541,28,4,0.000292925,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3905,NaH6ClO5,O,0.983195307,2,1.663510768,-1.307128673,288.458593,-120.4509881,-4.632730311,26,4,0.074332913,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3906,NaZn2P2HO8,O,1.013835855,2,3.035367706,-2.377278259,377.2095524,-170.2893439,-6.081762284,28,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.84E-05
3908,MgH2SO5,O,1.001015972,15,2.480599829,-2.174879809,185.2698494,-104.7032095,-5.81684497,18,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3909,SrHClO,O,0.976114759,186,3.046420707,-2.49712683,152.7096218,-40.83448336,-5.10431042,8,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3910,AgH5S2O9,O,1.017408244,14,2.74071505,-1.581200516,778.0261692,-364.2743603,-5.356975887,68,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3913,NdH2ClO2,O,0.976113438,11,4.546533004,-2.454538695,156.1072018,-71.44006123,-5.953338436,12,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.09E-05
3914,CsHSeO4,O,1.030709907,14,3.479363326,-1.543399585,528.5508357,-141.6700379,-5.059644212,28,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.46E-05
3915,V2CoP2(H4O7)2,O,0.988727541,87,2.782090876,-2.005332743,271.4664919,-170.3627958,-6.309733177,27,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.8521823
