,formula,element,H_length,spacegroup.number,density,formation_energy,volume,energy,energy_per_atom,nsites,nelements,e_above_hull,atomic_radius,covalent_radius,H_and_X_ar,H_and_X_cr,electronegativity_Pauling,electronegativity_Pauling_abs,electronegativity_Pauling_pow2,total_magnetization
578,Li2HN,N,1.033274036,44,1.446424056,-0.563049461,33.17422675,-17.2622524,-4.3155631,4,3,0.058731444,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
579,BH6N,N,1.025953856,31,0.762518337,-0.443144804,134.4311352,-75.23088246,-4.701930154,16,3,0.000836411,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.00029685
580,Li2HN,N,1.032430314,160,1.407455663,-0.541845879,34.09272552,-17.17743807,-4.294359518,4,3,0.079935027,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
770,HS3N,N,1.026656599,62,1.751764831,-0.425541554,843.345858,-189.9110898,-4.747777244,40,3,0.07740233,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
773,Sr(H2N)2,N,1.031730735,141,2.375379205,-0.76972731,167.3069063,-71.88292689,-5.134494778,14,3,0.000129043,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
783,Mn(H2N)2,N,1.031645798,142,1.656293621,-0.016887996,1395.298594,-610.1408613,-5.447686262,112,3,0.503813109,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.773096994
785,Li(H3N)4,N,1.027457497,220,0.584480657,-0.536859713,1706.064011,-653.7781333,-4.807192156,136,3,0.018149522,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.3477558
794,H4NF,N,1.038045599,161,1.413689305,-1.145832018,348.032106,-233.6556886,-4.867826846,48,3,0.031687495,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
804,H3NCl,N,1.023161434,205,1.102356468,-0.592674024,632.4700791,-175.1112261,-4.377780653,40,3,0.217267024,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.000104188
842,LiH2N,N,1.029305342,9,1.115593782,-0.578717857,68.3616605,-37.31147958,-4.663934948,8,3,0.095733253,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
854,HC2N3,N,1.039622712,36,3.179914012,0.059838388,70.02592781,-90.38332507,-7.531943756,12,3,0.285779222,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,2.40E-06
857,LiH2N,N,1.035447576,14,1.289580126,-0.637766554,118.2770141,-75.56773832,-4.722983645,16,3,0.036684555,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
858,BH6N,N,1.029111203,36,0.860350801,-0.435989069,119.1446624,-75.1163907,-4.694774419,16,3,0.007992146,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
887,LiH2N,N,1.039131252,138,1.30917143,-0.633515222,116.5070389,-75.499717,-4.718732313,16,3,0.040935887,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
888,BH6N,N,1.029111203,36,0.722755166,-0.443981215,141.8270121,-75.24426503,-4.702766564,16,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
902,H5CN3,N,1.016183324,61,1.189229722,-0.448693134,1319.696219,-853.1377263,-5.924567544,144,3,0.008899464,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
904,B3H10N,N,1.022672908,14,0.629937541,-0.313141352,595.9458989,-259.0879586,-4.626570689,56,3,0.023209802,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
907,BH6N,N,1.025342663,4,0.81649276,-0.419619259,251.0890745,-149.7089475,-4.678404609,32,3,0.024361955,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,2.52E-05
908,H7N2F,N,1.024926285,29,1.017185423,-0.926707701,353.0565813,-197.0829126,-4.927072815,40,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
909,Rb3H12N5,N,1.032402393,199,2.128184702,-0.526973299,528.2867692,-184.2405381,-4.606013453,40,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,5.34E-05
910,HC2N3,N,1.025999215,6,1.432646659,-0.225940834,932.5806653,-562.8760544,-7.817722978,72,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.00019215
924,HIN2,N,1.289371664,140,6.20529324,1.489176374,83.45162396,-29.42396921,-3.677996151,8,3,1.837507541,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.0001109
945,B3H5N3,N,1.01315381,15,1.130797774,-0.770260465,466.9301725,-274.2685476,-6.233376082,44,3,0.079032321,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
974,Mg(H2N)2,N,1.026210414,142,1.310054021,-0.714178954,1142.812624,-567.3606339,-5.065719945,112,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
978,H4N2O3,N,1.034870043,56,1.634427319,-0.915518544,650.5771154,-398.7244346,-5.537839369,72,3,0.159906852,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
981,H5N2F,N,1.033735945,19,1.464613436,-0.828335214,472.1166823,-321.2068762,-5.018857441,64,3,0.146552752,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
982,BH4N,N,1.02716331,57,0.912338668,-0.550019823,630.1035843,-370.691141,-5.148488069,72,3,0.00828004,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
987,HS3N,N,1.024353543,13,1.647284742,-0.424664849,896.8356087,-189.8760216,-4.746900539,40,3,0.078279034,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
992,B5H9N,N,1.026469615,62,1.028459095,-0.316800249,996.3070083,-602.0724727,-5.017270606,120,3,0.072770557,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
998,H4I3N,N,1.037101958,62,3.596958835,-0.475771332,736.3365424,-117.1584667,-3.661202085,32,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1001,H8CN6,N,1.022238971,14,1.444149727,-0.226688042,478.859106,-345.0392675,-5.750654458,60,3,0.192700551,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1002,H9CN9,N,1.023527541,14,1.385208341,-0.200684221,705.556835,-455.0785987,-5.987876298,76,3,0.168525993,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1003,Ni(H2N)2,N,1.024548716,200,2.13488488,-0.403065715,1270.395726,-674.3731109,-5.352167547,126,3,0.023235309,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.012708606
1009,HSN,N,1.022030825,62,1.708901924,-0.2800449,731.9561676,-248.0853346,-5.168444472,48,3,0.175861076,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1010,BH2N,N,1.015738637,96,1.009180161,-0.711172928,529.8345283,-287.4723344,-5.989006966,48,3,0.075764231,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1011,HS8N,N,1.023325073,29,1.68550008,-0.519647001,1070.053648,-176.6903912,-4.417259779,40,3,0.013898167,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1024,H4NCl,N,1.041908276,215,1.524079075,-0.865334193,58.28087303,-27.35727497,-4.559545828,6,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1025,H4IN,N,1.031919133,44,2.467163369,-0.615031954,97.55470625,-26.12561962,-4.354269937,6,3,0.002235023,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1026,CaHN,N,1.036209542,107,2.555174733,-0.916533085,35.80321918,-15.94127084,-5.313756947,3,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1028,H4BrN,N,1.041488188,215,2.427330847,-0.701960364,67.00251898,-26.76010756,-4.460017927,6,3,0.010537641,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1049,Cd(HN2)4,N,1.02530487,14,2.509304124,-0.118740406,1209.664875,-632.2284177,-6.079119401,104,3,0.104079646,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,3.50E-07
1102,H4N2O3,N,1.027977623,62,1.593046067,-0.63561633,333.7383119,-189.2857376,-5.257937155,36,3,0.439809066,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1160,H3NO,N,1.030738893,4,1.397382307,-0.615165919,157.000621,-99.97270895,-4.998635448,20,3,0.364095893,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1200,H4N2O3,N,1.033311289,113,1.619658582,-0.908974606,164.1273387,-99.56331777,-5.531295432,18,3,0.166450789,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1215,Sr(H2N)2,N,1.031404934,14,2.396280004,-0.769856353,331.6952489,-143.769467,-5.13462382,28,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,4.73E-06
1218,H5N2Cl,N,1.047636792,43,2.662908292,0.848513868,170.8764146,-113.6916533,-3.552864165,32,3,1.356341959,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,1.75E-06
1224,BH6N,N,1.023926159,1,0.758986503,-0.431844927,202.5850367,-112.5751266,-4.690630277,24,3,0.012136288,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1225,H8(NO2)3,N,1.022589198,1,1.50318581,-0.41943543,161.3716538,-86.59344497,-5.093732057,17,3,0.71527333,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,1.0032805
1236,PHN2,N,1.026488581,19,2.545435142,-0.602047139,156.5535244,-107.8646218,-6.741538864,16,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1244,HS3N,N,1.023999827,61,1.801438895,-0.425942186,1640.181766,-379.8542301,-4.748177876,80,3,0.077001697,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1245,H4N2O3,N,1.031350553,77,1.652663029,-0.905166322,643.3985585,-397.9790746,-5.527487147,72,3,0.170259073,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1251,H7IN2,N,1.025595325,60,2.034781367,-0.60203737,528.7314811,-184.5099351,-4.612748377,40,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1269,Li3H3N2,N,1.03363272,6,1.297974271,-0.627440295,66.3464009,-36.37044528,-4.54630566,8,3,0.029130603,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1301,AgH3BrN,N,1.024813089,11,3.695960548,-0.522417228,184.0295172,-50.55128227,-4.212606856,12,4,0.042567108,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1302,Yb(H2N)2,N,1.026903355,141,5.140427011,-0.839124914,132.4994672,-72.55472138,-5.182480099,14,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1316,RbLi2(H2N)3,N,1.025070989,63,1.822206782,-0.618010317,268.6770641,-111.0206802,-4.625861676,24,4,0.006404467,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,2.77E-05
1325,H4C(N2O)2,N,1.013332751,43,1.758011795,-0.541457361,393.1920815,-273.7718685,-6.22208792,44,4,0.274399049,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1328,H4CN2O,N,1.021612581,92,1.315455032,-0.713019795,909.7150682,-576.4858161,-6.005060584,96,4,0.081262176,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.004029692
1329,H5N2Cl,N,1.047636792,43,1.52338083,-0.262829956,298.6963026,-141.8404732,-4.432514789,32,3,0.476691335,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.00030905
1343,HNF2,N,1.043091274,29,1.719261998,-0.713285465,204.8031722,-67.5458039,-4.221612744,16,3,0.29881941,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1357,MnB2(H7N)2,N,1.022720002,61,1.047621641,-0.342786847,1504.974052,-722.3575639,-4.752352394,152,4,0.031833381,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,5.014438163
1358,H5S2NO7,N,1.027947607,14,1.884270943,-1.512134033,687.9924865,-333.995216,-5.566586934,60,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,4.78E-06
1363,ZnTe(H2N)4,N,1.022845689,4,2.725515361,-0.355338114,626.5581489,-268.4211087,-4.793234084,56,4,0.126084631,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1364,B5H4NO8,N,1.021534005,61,1.899748758,-2.234266099,1399.15359,-1027.923885,-7.138360309,144,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1369,B2H8N,N,1.029075558,19,0.76956586,-0.362942739,754.2188862,-409.7721352,-4.656501536,88,3,0.012546619,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1370,SrP11H28N9,N,1.020663304,33,1.408958852,-0.475129686,2746.57648,-987.2074262,-5.036772583,196,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1375,MnH36(C5N)12,N,1.022602659,2,1.534876412,-0.019554594,1060.17597,-776.9595325,-7.128069106,109,4,0.221806441,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.8633177
1380,H16S(N3O5)2,N,1.027463458,14,1.620945116,-1.043067789,1197.45717,-719.6060052,-5.451560645,132,4,0.146849873,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1381,HC2N3,N,1.026840421,55,1.461383754,-0.224429897,914.2421151,-562.767267,-7.816212042,72,3,0.001510937,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,2.00E-05
1389,LiB(H4N)2,N,1.024585333,9,0.862347953,-0.405804729,414.6123347,-221.1232317,-4.606733993,48,4,0.163849859,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1390,H4C(N2O)2,N,1.013332751,43,1.411027751,-0.224496252,489.8814472,-264.2760597,-6.006274084,44,4,0.591360158,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1403,K3Si6H6N11,N,1.02526856,213,2.281725779,-0.993693214,1298.110283,-674.4927135,-6.48550686,104,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1418,H20SN8O13,N,1.026002762,4,1.609154296,-1.022335347,768.3144067,-460.0384725,-5.476648483,84,4,0.161991886,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.00016405
1426,Rb2Al(H2N)2,N,1.05568149,85,2.004095508,0.261383337,762.1620409,-128.8723399,-3.579787218,36,4,0.927264852,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.004623575
1431,ZnTe(H2N)4,N,1.023439911,7,2.43330117,-0.178627194,701.8012733,-258.5252972,-4.616523164,56,4,0.302795551,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.000135525
1446,H4NF,N,1.051563941,186,0.996507493,-1.177519514,123.4334085,-58.7941721,-4.899514342,12,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1474,CdH4NCl3,N,1.031265286,62,2.765874689,-1.080922219,568.687657,-141.2298981,-3.923052724,36,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.0614891
1479,Zn(H2N)2,N,1.023811207,142,2.490184646,-0.510955491,1039.771505,-539.200641,-4.814291438,112,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1485,BH7N2,N,1.027349901,60,0.950943043,-0.337943111,640.9258662,-389.1353821,-4.864192276,80,3,0.214286358,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1489,Be(H2N)2,N,1.024424425,142,1.256184167,-0.767635969,868.3735667,-607.6280907,-5.42525081,112,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1491,H8S5N2,N,1.030660005,14,1.561654364,-0.614749413,835.3527347,-273.6361128,-4.56060188,60,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1494,B9H11N4,N,1.024758842,14,1.052110039,-0.210096162,1037.969155,-530.4152628,-5.525158988,96,3,0.43073159,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1521,Cs2Sn(H2N)6,N,1.027428532,147,3.101428677,-0.488144907,257.3487208,-102.6258158,-4.886943611,21,4,0.015731497,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,1.00E-07
1522,HS9N,N,1.024146879,62,1.666173525,-0.532925542,1210.291858,-193.2451944,-4.391936237,44,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1525,ScH6N2Cl3,N,1.025379408,2,1.739176657,-1.300828411,707.9764074,-244.1893093,-5.087277276,48,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,7.88E-06
1526,HCN,N,1.014804069,14,1.316943928,-0.153545167,545.2214861,-334.0738267,-6.95987139,48,3,0.170761145,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1535,H5(NO)3,N,1.026911689,14,1.61431928,-0.724623418,391.1184721,-243.0558155,-5.523995806,44,3,0.283430042,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,5.25E-05
1544,H8PtCN8,N,1.026532803,14,2.806945405,-0.199130332,774.2908133,-433.6787772,-6.02331635,72,4,0.150360163,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,4.37E-05
1549,H6SN2,N,1.034399115,14,0.975511628,-0.251194172,900.4905285,-328.6168141,-4.564122418,72,3,0.307758604,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,3.25E-07
1593,H4N2O3,N,1.031630951,59,1.679923151,-0.520989961,158.2395316,-92.57959416,-5.143310787,18,3,0.554435434,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1634,H4N2O3,N,1.031630951,59,1.681188485,-0.902898186,158.1204338,-99.45394221,-5.525219012,18,3,0.172527209,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1645,H4IN,N,1.042795381,129,2.878581673,-0.617266976,167.2236018,-52.27805951,-4.356504959,12,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1661,Ca(H2N)2,N,1.027970332,14,1.727118727,-0.797183738,277.3713768,-145.7745597,-5.206234274,28,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1662,H8C3N2O,N,1.021561099,43,1.841515177,-0.169847715,158.8990146,-152.2533612,-5.437620044,28,4,0.439380212,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1674,H4N2O3,N,1.027977623,62,1.580946272,-0.895316076,336.2925828,-198.6349284,-5.517636901,36,3,0.18010932,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1677,KH(CN2)3,N,1.029080948,2,1.429929301,0.452489592,372.0222015,-149.5357854,-6.797081153,22,4,0.776292744,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.00613
1678,BH3NF4,N,1.038860714,2,2.092265547,-2.0703751,164.8187485,-97.3332985,-5.407405472,18,4,0.047398157,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,3.74E-05
1681,PH8N3O2,N,1.022106321,14,1.468704557,-1.036156463,511.2919575,-312.7444685,-5.584722652,56,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1685,Li2HN,N,1.035676573,74,1.50323996,-0.619275796,255.3630872,-139.8972619,-4.371789435,32,3,0.00250511,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1714,B8H10N,N,1.020991327,14,0.788311481,-0.086009099,931.6754472,-381.6765473,-5.022059832,76,3,0.253030191,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.99993435
1718,H5C2NO3,N,1.024393335,15,1.383410005,-0.996979122,874.4690299,-530.4676951,-6.02804199,88,4,0.131461854,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1732,P2H12N7Cl,N,1.015467905,2,1.548081577,-0.661356101,445.2385109,-242.3488043,-5.507927371,44,4,0.010136743,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1734,P2H12BrN7,N,1.019157427,2,1.76466148,-0.621653314,474.2500414,-241.3680328,-5.48563711,44,4,0.008156933,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,3.37E-05
1746,NiH18(I5N3)2,N,1.020808696,14,3.312487327,-0.455680432,1433.629665,-285.9976412,-4.085680588,70,4,0.039225082,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,2
1749,CrH9(BrN)3,N,1.023195599,2,2.748065046,-0.609610895,414.2785691,-154.6652958,-4.833290495,32,4,0.108505876,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.0017428
1753,KH8N3,N,1.022542012,20,1.329648337,-0.534851459,222.7507199,-114.6078526,-4.775327193,24,3,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1766,CaB2(H5N)2,N,1.02126755,5,1.289598784,-0.58192716,128.4972078,-72.3894624,-4.82596416,15,4,0.035617524,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1767,BH5NCl,N,1.027000444,36,1.152572785,-0.689021152,188.188498,-75.19313266,-4.699570791,16,4,0.022272039,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1773,Li2BH6N,N,1.024943974,148,0.815465243,-0.536991578,546.7164187,-259.5482657,-4.325804429,60,4,0.025848471,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1774,H8C3N2O,N,1.021561099,43,1.132562705,-0.433881481,258.3653388,-159.6463067,-5.701653809,28,4,0.175346447,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1781,H4C2NO2,N,1.040729119,12,1.380248841,-0.823284448,178.1958361,-110.5316989,-6.140649938,18,4,0.16172708,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.0006641
1783,NbH12N3O8,N,1.031626381,121,2.161667835,-0.911390234,211.2611376,-130.5628109,-5.440117121,24,4,0.51785092,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,4.93E-05
1800,H6Pt(NO)4,N,1.021440676,14,3.116605479,-0.754915199,684.4525615,-342.5024252,-5.708373753,60,4,0.17579694,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1805,YB3(H6N)4,N,1.021179693,33,1.020247513,-0.470395033,1312.199076,-604.4818251,-4.722514258,128,4,0.04011051,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1808,LiH4CN3,N,1.025512113,14,1.445658718,-0.56561108,298.6623317,-212.1702224,-5.893617289,36,4,0.019581951,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1831,B3H4NO5,N,1.033265333,15,2.124989877,-2.006773055,407.8098952,-353.0638713,-6.789689832,52,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,9.10E-06
1835,BH12N4F3,N,1.021626668,33,1.125674065,-1.148639041,802.0589337,-418.4022022,-5.230027527,80,4,0.058413426,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1837,ZnH36(C5N)12,N,1.020375886,2,1.445378926,-0.04059831,1137.851459,-771.3510517,-7.076615153,109,4,0.200176885,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,7.54E-05
1841,H16S(N3O5)2,N,1.027463458,14,1.64016137,-1.047802768,1183.427672,-720.2310225,-5.456295625,132,4,0.142114894,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1842,B6H13CN4,N,1.014220413,2,1.126486607,-0.346455628,430.4531646,-263.0890282,-5.48102142,48,4,0.302379521,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1847,LiH13(CN2)2,N,1.021508343,85,0.827960667,-0.396755013,401.4861582,-204.4480562,-5.111201406,40,4,0.129470729,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1854,GaH15N5Cl3,N,1.021088326,62,1.683658157,-0.816823285,1030.589867,-459.0072502,-4.781325523,96,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.000315075
1861,LiBH7N,N,1.023379304,62,0.647849339,-0.503966981,397.9482538,-177.0344485,-4.425861212,40,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1873,Li2B12H33N7,N,1.018735555,14,0.822531077,-0.505755968,2220.075384,-1095.439883,-5.071480941,216,4,0.046675855,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,2.50E-08
1887,H2INO2,N,1.026680277,88,2.584830445,0.421947938,449.5013717,-92.11287153,-3.838036314,24,4,1.348498697,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.434342675
1907,GaH6N2F3,N,1.025584976,12,2.542715122,-1.45022389,104.9980876,-60.03579134,-5.002982612,12,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1912,AsH4NF6,N,1.05799157,2,2.599536989,-1.540699395,132.1963707,-52.58162043,-4.381801703,12,4,0.335406472,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1915,Li3B3(H8N)2,N,1.025208016,4,0.768554552,-0.417818197,420.8695222,-207.0666164,-4.313887841,48,4,0.094689746,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1923,BeH8(NF2)2,N,1.026327468,33,1.666678363,-1.651359253,965.0936027,-608.1187189,-5.067655991,120,4,0.008280161,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1930,SnH8(NCl3)2,N,1.03286099,225,2.301546817,-1.054863523,265.1504946,-71.27091839,-4.192406964,17,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,2.36E-05
1942,TcH4NO4,N,1.03823353,88,2.453457556,-1.373756511,243.7025334,-123.9845315,-6.199226573,20,4,0.027536892,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,4.49E-05
1950,GaH4NF4,N,1.02928758,140,2.904284815,-1.878737179,187.2555297,-96.81816215,-4.840908108,20,4,0.008231267,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,5.00E-07
1951,BH3NF3,N,1.028784955,61,1.84452358,-2.020078703,610.996597,-358.1868227,-5.596669105,64,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1967,KBe(H2N)3,N,1.017516409,61,1.30018344,-0.690435852,1965.355842,-891.8470835,-5.067312974,176,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
1988,ReH8(Br3N)2,N,1.034050073,225,4.079561581,-0.59579626,285.6222149,-74.21746051,-4.365732971,17,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,3.0030154
2014,CuH12(N5O4)2,N,1.024000017,2,1.862728505,-0.613799875,306.3962646,-175.4938884,-5.661093173,31,4,0.297302621,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0.9757698
2015,SiH17S3N5,N,1.022832218,2,1.280535804,-0.673145499,548.3943375,-256.3640548,-4.930077978,52,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
2024,H10C3IN,N,1.057709253,11,1.86220837,-0.344406935,333.5378091,-149.4405227,-4.981350757,30,4,0.091070403,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,3.20E-06
2025,H8C2BrN,N,1.04457398,11,1.657602537,-0.464185817,252.4376557,-119.0621229,-4.960921788,24,4,0.049205309,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
2028,NiH20(C4N5)2,N,1.014993928,14,1.536910835,-0.321778905,680.6872132,-472.9256255,-6.063149045,78,4,0.081479358,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,5.25E-05
2038,ReH8(NCl3)2,N,1.035704779,225,2.87495946,-0.959392318,251.2514323,-78.10014011,-4.594125889,17,4,0,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,3.0015697
2041,H4CSN2,N,1.017967256,26,0.718433722,-0.434577037,351.8812047,-90.080534,-5.630033375,16,4,0.054036383,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
2052,HgH2NCl,N,1.032688588,51,5.362096689,-0.586080416,156.1198043,-37.83965517,-3.783965517,10,4,0.101254199,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,2.00E-07
2056,CoH6(NCl)2,N,1.023177691,74,2.245137861,-0.726489801,242.4463531,-105.9015438,-4.813706536,22,4,0.055574779,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,1.00448235
2077,H4S4N6O,N,1.03176947,12,1.962560477,-0.318084352,393.1550687,-167.16534,-5.572177999,30,4,0.236492474,0.65,0.75,0.9,1.12,0.84,0.84,0.7056,0
